Name,Time,Content,Repost,Comment,Like
居里夫人是怎样面对赤裸裸的性别歧视的？,08-19,#米兔运动# 小学生👩🎓每天运动量还是值得点赞的👍👍👍,0,0,0
我是此博非彼博,08-19,现在微博上的风气是不是矫枉过正了？？说了审美多元化了，我尊重你的选择，但我不喜欢这类型咋了？还不能说了？？当然辱骂肯定是不对的，但是表达不喜欢的权利大家都有吧就像米兔运动也是一度变成指责诬陷的泥潭。这个度真的很重要，但可惜的是只知道跟风的人太多，甚至不乏居心叵测者，最终变成 ...全文,0,0,0
NoF404,08-18,刘强东在美国被捕的消息，已被坐实，美联社等权威媒体不会放过这次机会。伴随着米兔运动的兴起，男人，尤其是成功男人在未来还可能遭遇更多的色情陷阱；顺便说句：那些玩米兔游戏的老女人，包括这次让刘总进牢房的蒋某婷女士，你们总有一天会发现，把整个业态搞坏之后是什么结果………… ...全文,0,6,16
彭晓辉,08-18,"花费￥150.00向@卢湾-伯爵 提问 ""伯爵分析一直犀利，东哥这事看来应该是真的吧？伯爵能不能预测一下？...""微博问答",0,2,1
Vincent阿八,08-21,看到这段 突然阴谋论 xq事件几乎隔几天就会掀起小波澜 几个月就会掀起大波澜 包括如火如荼席卷全球的米兔运动 呼吁了那么久的性骚扰、xq更清晰的界定、更严厉的立法 都不了了之了 会不会是怕真立法了 女的是不会遭到油腻猥琐男的语言骚扰了 但是最终会影响到生育率啊 毕竟现在已经疯魔到提议女性不上大 ...全文,2,1,0
#八八叭叭叭#,08-21,#米兔运动# 小学生👩🎓每天运动量还是值得点赞的👍👍👍,1,0,1
迟行也,08-21,现在微博上的风气是不是矫枉过正了？？说了审美多元化了，我尊重你的选择，但我不喜欢这类型咋了？还不能说了？？当然辱骂肯定是不对的，但是表达不喜欢的权利大家都有吧就像米兔运动也是一度变成指责诬陷的泥潭。这个度真的很重要，但可惜的是只知道跟风的人太多，甚至不乏居心叵测者，最终变成 ...全文,12,12,10
吃一口智团子,08-21,整理微博，发现4月武汉理工的事的时候，就有提到米兔运动了，然后几个月的时间，国内网络上米兔也渐渐形成旗帜，只是信息的迭代不能让每一件应该铭记的事都长期维持关注，悲观的事实是没有关注很多事就没有进展，删评员权限员们却可能继续他们的清理工作，为了一个干净的互联网。多少信息多少id，都变 ...全文,1,3,0
LRTTPSLAYAL,08-21,【公益明星人设也应年检】一年一度的“99公益日”是公益界的一次线上狂欢，而今年的气氛却略显尴尬。7月初，“米兔”运动重燃，这把火从各大高校开始，在公益圈爆发，后又蔓延至媒体文化圈。勇敢的女性们站了出来，揭开尘封心底的伤疤，匿名或实名的举报指向各个行业内颇具影响力的“老师”或“前辈” ...全文,45,22,27
王旭的王,08-20,"以前的一位受访者，因公开指控老板曾在多年前对其进行性骚扰，被诉诽谤罪。今天听闻法院二审驳回了自诉人对被告人的起诉。
 这个案子与朱案太雷同，不知两案结果是否也会相似。但至少这个案子现有的裁定结果，会对中国米兔运动有推动作用吧。",0,0,0
世界说globusnews,08-20,最近可能要接受new York Times 的采访，谈论关于米兔运动的一些事情。 美国·洛杉矶,2,66,15
犀利哥郑植,08-20,日记: 《米兔偃旗，宫斗旗鼓，女性命运真相在这些影像里》一、娘娘来了 众所周知，以蒋方舟为代表的中国米兔运动迅速被一股神秘力量消解，水土不服，偃旗息鼓。随之(来自 @豆瓣App) 米兔偃旗，宫斗旗鼓，女性命运真相在这些影像里,24,10,35
GYqz_,08-20,"谈谈米兔运动
 
 米兔运动越演越烈，大有蔓延全世界之势。尤其是首先在美国爆发，真让人感到男女平等说着容易做着难，女性的地位不仅还处于从属地位，而且在男人眼里恐怕连人都算不上，只属于工具。但是米兔的受害者大部分发生在强权者的身边，鲜有发生在普通人之间的，也就是说，那些地位高的人，或者在 ...全文",2,1,3
代码文科生,08-20,我觉得吧。那些拿米兔领袖曾经性侵17岁男孩的事说事儿的人（不得不说大多数是男生）大多都不是真的关心她性侵这件事本身，而是在以此暗嘲。一种“你不是说我有问题么？你看你们嚷最凶的人也有问题啊！”的论调。完全没有真的讨论问题的态度。这个问题，她就是做错了，也丝毫不该质疑到米兔运动的必要性 ...全文,1,0,3
shirley-小雨,08-20,"在之前的“米兔运动“和这几天的“网约车凶案“的舆论中，常有一种矫情且头脑糊涂的人出没：别人明明是提出一些“在尚不理想的环境中规避伤害和损失”的建议，却会被他诠释为“观念落后”、“避重就轻”。别人的初衷只是想分享一些实用的经验，就可能因为姿态和语气不合他胃口，被他嘲讽一番。
 这么说 ...全文",195,130,158
#闺蜜语录#,08-20,"江歌案
 三色幼儿园
 米兔运动
 汤兰兰案
 疫苗事件
 杀妻藏尸
 空姐遇害
 乐清女孩
 才短短几个月，性侵，强奸，谋杀……
 不想说什么制度，整顿，监管……
 我只想说人性太可怕了
 女孩子安稳的活在世界上太艰难了
 小孩子才怕鬼，大人怕的是人
 生而为人，请务必善良",34,28,16
PoeticM,08-20,绝大多数男人不把女人当成与他们平等的人，忽略女性也有自己的事业生活和人生追求，而是把女人当成这个世界为他们准备的礼物、奖赏、战利品，正所谓性是原动力，商家可以利用这种思想推广产品，米兔运动会遭到大部分男性反对。比起恶性犯罪来说这种不尊重更普遍，令人恐惧。,35,13,49
PoeticM,08-20,"前段时间轰轰烈烈被急得跳脚的直男癌说矫枉过正的米兔运动，还没燎原就被压制了。
 勇于出来指证的女生，被威胁了。
 于是呢？又有女生被害了。同样是和性侵有关。
 男权男权，除了男，还有权啊。
 若不是权里有这么多男的，女性又怎么会这么艰难呢。
 说白了男不过是权的狐假虎威罢了。",0,0,0
ItsssLily,08-20,"在米兔运动开启之前，我一直觉得游刃有余地行走在男性中是一种成熟女性的生存技能。米兔运动真的有给我带来思考：这种成熟女性具备的技能并不是为了特权，目的还是为了捍卫自己的权益。
 在同等情况下，你作为男性，和上司关系融洽被视作人际交往的人格魅力，这是求职者和公司都追求的品质。可是作为 ...全文",894,248,216
碧云花开,08-20,"在之前的“米兔运动“和这几天的“网约车凶案“的舆论中，常有一种矫情且头脑糊涂的人出没：别人明明是提出一些“在尚不理想的环境中规避伤害和损失”的建议，却会被他诠释为“观念落后”、“避重就轻”。别人的初衷只是想分享一些实用的经验，就可能因为姿态和语气不合他胃口，被他嘲讽一番。
 这么说 ...全文",0,0,4
sleepingbag-,08-19,"江歌案
 三色幼儿园
 米兔运动
 汤兰兰案
 疫苗事件
 杀妻藏尸
 空姐遇害
 乐清女孩
 才短短几个月，性侵，强奸，谋杀……
 不想说什么制度，整顿，监管……
 我只想说人性太可怕了
 女孩子安稳的活在世界上太艰难了
 小孩子才怕鬼，大人怕的是人
 生而为人，请务必善良",0,0,1
猫在纸盒,08-19,绝大多数男人不把女人当成与他们平等的人，忽略女性也有自己的事业生活和人生追求，而是把女人当成这个世界为他们准备的礼物、奖赏、战利品，正所谓性是原动力，商家可以利用这种思想推广产品，米兔运动会遭到大部分男性反对。比起恶性犯罪来说这种不尊重更普遍，令人恐惧。,0,0,0
天汉青年-汉中共青团,08-19,"前段时间轰轰烈烈被急得跳脚的直男癌说矫枉过正的米兔运动，还没燎原就被压制了。
 勇于出来指证的女生，被威胁了。
 于是呢？又有女生被害了。同样是和性侵有关。
 男权男权，除了男，还有权啊。
 若不是权里有这么多男的，女性又怎么会这么艰难呢。
 说白了男不过是权的狐假虎威罢了。",0,0,5
居里夫人是怎样面对赤裸裸的性别歧视的？,08-19,"在米兔运动开启之前，我一直觉得游刃有余地行走在男性中是一种成熟女性的生存技能。米兔运动真的有给我带来思考：这种成熟女性具备的技能并不是为了特权，目的还是为了捍卫自己的权益。
 在同等情况下，你作为男性，和上司关系融洽被视作人际交往的人格魅力，这是求职者和公司都追求的品质。可是作为 ...全文",0,0,0
春水流花谷,08-19,先是米兔运动，然后又是寿光天灾人祸，现在滴滴出血。我还能怎么安心长大啊。,0,0,2
土摩托,08-19,"看了遇害女孩子的微博，很漂亮很可爱。对世界蛮多美好憧憬。
 
 想起国盘火冥合狮子，刑克金天蝎。
 
 女性难以想象，一部分男人世界里的权力与欲望究竟有多肮脏。而且火冥合这种状态，本身就带来隐藏，很多表面上看起来光鲜的人，暗地里的黑暗却是人难以想象的程度。
 
 之前米兔运动的时候，我跟身边一些男 ...全文",0,0,0
欧丽芙olive,08-18,"我昨天小号刷微博评论了关于米兔运动领导者之一可能有过性侵行为的微博…今天上小号看见了图二的这种逻辑鬼才…
 我不是想挂他…我就是想问问你们看出他到底是什么逻辑了吗…反正我到现在都没看明白",0,6,16
一尾男,08-18,"太恶心了，今天办公室里有人提到zj事件，
 本以为都会多少同情弱者
 但是却听到了很多不可思议的话语，让我感到在中国这片土壤上推动米兔运动，是多么困难的事。‘’苍蝇不叮无缝蛋的蛋，她又没有被强奸，她肯定是因为没有得到她想要的东西所以举报了。‘’
 这个社会对于女性的恶意有多大呢？",0,2,1
知识分子,08-18,"反对个性崇尚集体自幼潜移默化式教育
 还有愈加严苛的社会舆论环境
 更别说个体自幼约定俗成式关于所谓爱情 三观 性各种扭曲和无比保守的管教 传授
 
 而这些 也全来自 当权者 的控制
 
 近一两年 在微博上曝光的一件件骇人听闻的事件 那些压迫与反抗 还有全世界的平权 米兔运动 这些这些归根结底 是 控制 ...全文",0,0,1
一天甜甜的贝卡啊,08-17,米兔运动率先揭发Harvey Weinstein性侵的旗手和受害者之一的Asia Argento被爆2013年强奸了时年17岁的小鲜肉，然后想用38万美金和对方私了…… #这就是革命家#,0,8,2
原谅这一生不羁放纵爱自我,08-15,"#今日争议发言
 
 我至今对于米兔或者之类运动实在没有太大兴趣的原因之一是，我觉得现行摇旗呐喊的人群主流是严格性别的，但是在我这里的平等是去性别化的。
 包括性向在我这里也是连续系谱化而非分类的。
 
 另一件事（或者说和我上一个观点连续的是，虽然我们用弱势数量来说肯定女性更多，但是用弱势程度 ...全文",0,0,2
凤凰网视频,08-15,米兔运动领导者之一Asia Argento被米兔。,3,14,1
法兰西微语,08-15,我们必须将我们的渴望，与获得成功的能力、勇气与决心结合起来。我们必须肩负起责任感，努力使后来的女性的道路能够好走一些。【居里夫人是怎样面对赤裸裸的性别歧视的？】一场轰轰烈烈的米兔运动，将职场的性别不公揭露得淋漓尽致。回望百年前居里夫人的人生之路，我们能从中得到哪些启示？如今的我们 ...全文,0,0,0
北方公园NorthPark,08-15,延禧攻略大热，我也在看。但是我极力推荐韩剧汉谟拉比小姐。第一集，在地铁上遭遇咸猪手的女学生，明明衣着保守，还会被很多人认为是不是裙子太短。第三集，刚开头就看到一个上级性骚扰实习女生，还发赤裸裸照片。与现在全球的米兔运动不谋而合。有时候看，韩剧很多时候真是观念不落伍。,0,7,4
刘文财-,08-15,这段时间的米兔运动，让我看到了许多女性遭受过的事，同感让我一直关注着，我很感谢大家开始勇敢地站出来，揭穿一个个恶心的公众人物，即使失望地看到一个个账号屏蔽，话题消失。我知道受害者是什么感受，她们可以继续活得好好的，但是另一方面阴影不会退散。仍然会使她痛苦。我的秘密没告诉任何人，说 ...全文,10,6,8
世界说globusnews,08-15,晓辉性元谈 评【又一风靡全球反性侵运动米兔发起人成性侵被告】艾莎·阿基多(Asia Argento)意大利著名影星成功控告好莱坞制片人韦恩斯坦性侵。她37岁时，2013年5月在美国加州一家旅馆房间性侵童星搭档。下文系报道，文章末尾附同题材报道链接。又一风靡全球反性侵运动米兔发起人成性侵被告,19,26,12
犀利哥郑植,08-15,"#八八叭叭叭#
 最近很多女孩儿勇敢的站出来说出自己被某些公职人员和教授性骚扰性侵的案件。但基本上都是官方无回应和警方未受理。顶多做个降职处理。还有的性侵者公然威胁受害人。在这种时候，却没有看见任何男性站出来为女性说话。米兔运动也没有任何国家官方站出来说话，好像女性不是人民，我们的权 ...全文",2,2,1
GYqz_,08-14,"我昨天小号刷微博评论了关于米兔运动领导者之一可能有过性侵行为的微博…今天上小号看见了图二的这种逻辑鬼才…
 我不是想挂他…我就是想问问你们看出他到底是什么逻辑了吗…反正我到现在都没看明白",0,0,0
代码文科生,08-14,"太恶心了，今天办公室里有人提到zj事件，
 本以为都会多少同情弱者
 但是却听到了很多不可思议的话语，让我感到在中国这片土壤上推动米兔运动，是多么困难的事。‘’苍蝇不叮无缝蛋的蛋，她又没有被强奸，她肯定是因为没有得到她想要的东西所以举报了。‘’
 这个社会对于女性的恶意有多大呢？",3,3,3
shirley-小雨,08-12,"反对个性崇尚集体自幼潜移默化式教育
 还有愈加严苛的社会舆论环境
 更别说个体自幼约定俗成式关于所谓爱情 三观 性各种扭曲和无比保守的管教 传授
 
 而这些 也全来自 当权者 的控制
 
 近一两年 在微博上曝光的一件件骇人听闻的事件 那些压迫与反抗 还有全世界的平权 米兔运动 这些这些归根结底 是 控制 ...全文",66,17,37
#闺蜜语录#,08-11,米兔运动率先揭发Harvey Weinstein性侵的旗手和受害者之一的Asia Argento被爆2013年强奸了时年17岁的小鲜肉，然后想用38万美金和对方私了…… #这就是革命家#,0,0,5
PoeticM,08-11,"【“米兔”运动发起人被爆曾性侵未成年】
 近日，意大利女演员Asia Argento被指控曾性侵未成年男歌手Jimmy Bennett。Jimmy Bennett称自己当时刚过完17岁生日，而Asia Argento已37岁。此后，Asia Argento同意支付他38万美金作为封口费。
 艾莎·阿基多曾是最先出来指控制作人Harvey Weinstein的女演 ...全文",0,0,11
辣椒一败涂地,08-10,现在大学教授当中，如果遇到杨振宁那样的老师，女学生们是非常安全的。国内网民总是持双重标准，一边高喊米兔运动骂某某教授性侵，一边还说杨振宁82岁找28岁的。拜托，杨在美国呆了50年，要摸女学生，机会多得是，怎么现在没有人控告他？性侵这件事要是在欧美坐实，一个人赔偿几百万美元都是小意思。而 ...全文,0,0,1
PoeticM,08-10,"真的不希望,米兔运动就是那么风风火火的过去了,犯罪的任然逍遥法外,我们应该为受害者发声,因为如果你此刻真的做了一个旁观者,也许真的有一天你也变成受害者,那么也没有人会为你发声",0,0,1
ItsssLily,08-10,玩得一手好双标国内沸沸扬扬针对男性的米兔运动，有人质疑真实性的时候，有人站出来说推动大家对于男权结构的质疑，比误伤某个人的意义更大。这时候来个女性，就讲究起真实性？？？米兔运动反对的核心不是性别，是权力啊！不管男女，掌握了权力，都有可能对他人施加性侵。这样护食，真的有意思吗,0,0,1
碧云花开,08-10,"当男生也有米兔运动的时候，男女平等就又迈出了一步～
 
 #闺蜜语录#",1,5,11
恶役失格,08-10,"请注意，所有帮助过自媒体禽兽伤害过我的女生，不管是收钱的，受势力权利所逼的，你们没有权利讨论米兔运动和人道主义。如果你们的人生中也遇到禽兽，你们也不用去报警，因为你们曾经也是禽兽，这是你们应得的。理应，接受业力给你的回报。
 
 在中国这个社会，不要相信米兔，有很多女生收钱帮助禽兽伤害 ...全文",0,0,0
alllofme,08-10,"米兔运动的本质是啥?
 
 女性是弱者，她打不过男性，于是强奸是一种欺负弱者的禽兽行为。
 
 因为我在被迫害的险境，自然成了弱者，我这个案子就算我是个拳击手也无力还击。
 
 在任何女性深陷险境时犯罪伤害女性的行为，理应受到全社会的抨击和唾弃。
 
 这，才是本质和意义。
 
 （并不是说，今天看到一个男生 ...全文",2,4,1
法学晨曦,08-08,"互联网是有记忆的，但互联网的忘性也很大，这一轮米兔运动的热潮已经褪去。到现在，已经很少有人提起北电阿廖沙、红黄蓝等等。这一次，希望我们能坚持得久一点、记得久一点。我并不认识当事人，但是真的希望大家能够撑住她，给她勇气。为每一位勇敢站出来的女孩加油和呐喊。
 @弦子与她的朋友们
 愿中国 ...全文",3,7,21
现在的状态是想回家吃包子,08-07,一直很喜欢这两本书，使我对于人生的困扰有了释然，虽然其作者已在近期轰轰烈烈的米兔运动中辞去了佛协会长的职务，我选择并期盼他是清白的！期待他的微博能早日更新！,0,3,0
佩欣丝,08-07,"#今日争议发言
 
 我至今对于米兔或者之类运动实在没有太大兴趣的原因之一是，我觉得现行摇旗呐喊的人群主流是严格性别的，但是在我这里的平等是去性别化的。
 包括性向在我这里也是连续系谱化而非分类的。
 
 另一件事（或者说和我上一个观点连续的是，虽然我们用弱势数量来说肯定女性更多，但是用弱势程度 ...全文",0,0,2
吃肉少女在路上,08-07,米兔运动领导者之一Asia Argento被米兔。,115,51,193
洛杉矶黄都督,08-07,我们必须将我们的渴望，与获得成功的能力、勇气与决心结合起来。我们必须肩负起责任感，努力使后来的女性的道路能够好走一些。【居里夫人是怎样面对赤裸裸的性别歧视的？】一场轰轰烈烈的米兔运动，将职场的性别不公揭露得淋漓尽致。回望百年前居里夫人的人生之路，我们能从中得到哪些启示？如今的我们 ...全文,0,1,1
袁国宝,08-06,鄢老师@鄢烈山 你应该把某米兔运动领袖性侵微博加上特大喜讯震憾来袭的标题，很开心吧，对你而言是喜从天降，稻草抓住了？瞧你那幸灾乐祸小样儿，是不是以后性骚扰合法化才能满足你猥琐的心理？可惜然并卵，逻辑上却是以偏概全以个体代替群体，不懂就事论事、桥归桥路归路的道理。谁犯罪犯错谁承担， ...全文,1,2,23
寒溟亦暖,08-06,米兔运动始自Harvey Weinstein被爆性骚扰，第一个站出来指控他的是下图这位名叫Asia Argento的女演员。今天USA Today爆料，说她当年也曾经性骚扰过一名年仅17岁（当时她35岁）的男演员，米兔爆发后，男演员找了个律师，威胁要起诉，最后Asia Argento付了他38万美元封口费。网页链接,0,2,0
-闲言睡语-,08-06,"从放开二胎政策到“米兔”运动，感受到社会对女性的恶意有点多。
 
 要看一看女权主义（我觉得应该算是平权主义）的经典《第二性》。
 
 “没有什么比要表现男子气概的男人对待女人时更狂妄、更咄咄逼人、更目空一切了。那些不被同类气焰压倒的人，反倒更乐意把女人看作同类。”",14,7,10
UltronReddington,08-11,现在米兔运动风声鹤唳，草木皆兵的，连情话都不能随便讲了，一讲对方就仿佛自罩穆斯林传统波卡：你干嘛撩我，你是不是想耍流氓，你快滚出宇宙亿万光年。可是我此刻想说情话，想听情话。想那些情意绵绵，迷离扑朔。若你也有共识，我们缔约互不算骚扰，就请在这条微博下说一句最动人的情话吧。,0,0,11
彭晓辉,08-10,【居里夫人是怎样面对赤裸裸的性别歧视的？】一场轰轰烈烈的米兔运动，将职场的性别不公揭露得淋漓尽致。回望百年前居里夫人的人生之路，我们能从中得到哪些启示？如今的我们又肩负着怎样的责任？@Fujiaa 居里夫人是怎样面对赤裸裸的性别歧视的？,0,0,1
夏阿灼,08-10,"妈呀！向首页强烈推荐韩网剧《有点敏感也没关系》 b站就可以看，一集特别短但是主题很好，有关女权主义 米兔运动等等，女孩子们可以看看如何保护自己，男孩子们(我首页没有)可以看看怎样才是尊重女性
 图源截图 水印",0,0,1
灿若流樱Kristy,08-10,"前段时间，米兔运动起来的时候，距离《我不是药神》上映有一段时间了。其实第二次看的时候，电影里有一个地方让我很不舒服，后来米兔运动的普及，让我对那点不舒服有了清晰的认识。
 就是当他们成立公司并且进展顺利去酒吧搞团建的时候，酒吧里气氛很开心，而且程勇作为大哥，也算替思慧出了一口气。但 ...全文",0,0,1
满顿儿,08-10,【“米兔”运动领袖被爆曾性侵未成年 并付“封口费”】据纽约时报，米兔运动领袖，最先出来指控韦恩斯坦的意大利女演员艾莎·阿基多，近日被爆曾性侵未成年男演员吉米·本内特。两人曾在一部电影中饰演母子，吉米在性侵发生时只有17岁，而当时艾莎·阿基多已37岁。此后，艾莎·阿基多同意支付吉米38万美金 ...全文,1,5,11
莫愁有料,08-10,米兔被米兔。意大利明星 Asia Argento 是米兔运动领军人物，但被一男演员（ Jimmy Bennett）指控，在他 17 岁时被她性侵。她曾经向他支付过 38 万美元，“以帮助他发展”。他现在告她，要求 350 万美元的损失费,0,0,0
性侵是怎么发生的 | 1700个关于性侵的故事,08-10,"屠龙少年变身恶龙的故事从来不新鲜，这一次轮到了米兔运动。
 
 哈维·韦恩斯坦的恶行被揭露的时候，导演兼演员 Asia Argento 是头面人物之一，今年的戛纳电影节上，她还发表了一段言辞激烈的演讲来指责哈维。
 
 但根据《纽约时报》的消息，Asia Argento 曾经花38万美元给自己“消灾”，而所要掩盖的行径正 ...全文",2,4,1
莫愁有料,08-10,性别运动、性/别运动，米兔运动和部分国家地区性产业合法化，这几个面向之间，无论怎么看，在现实中并行不悖，难道不荒谬吗？正确不正确，都没你们想的那样动静大，谈不上深刻深远，等于燃放两挂鞭炮哄哄鬼。,0,0,3
彤仔儿ii,08-09,"【“米兔”运动发起人被爆曾性侵未成年】
 近日，意大利女演员Asia Argento被指控曾性侵未成年男歌手Jimmy Bennett。Jimmy Bennett称自己当时刚过完17岁生日，而Asia Argento已37岁。此后，Asia Argento同意支付他38万美金作为封口费。
 艾莎·阿基多曾是最先出来指控制作人Harvey Weinstein的女演 ...全文",0,0,0
眉际月,08-06,现在大学教授当中，如果遇到杨振宁那样的老师，女学生们是非常安全的。国内网民总是持双重标准，一边高喊米兔运动骂某某教授性侵，一边还说杨振宁82岁找28岁的。拜托，杨在美国呆了50年，要摸女学生，机会多得是，怎么现在没有人控告他？性侵这件事要是在欧美坐实，一个人赔偿几百万美元都是小意思。而 ...全文,14,7,10
Verdandy_Sue,08-06,"真的不希望,米兔运动就是那么风风火火的过去了,犯罪的任然逍遥法外,我们应该为受害者发声,因为如果你此刻真的做了一个旁观者,也许真的有一天你也变成受害者,那么也没有人会为你发声",2,0,2
touristui6194437956,08-06,玩得一手好双标国内沸沸扬扬针对男性的米兔运动，有人质疑真实性的时候，有人站出来说推动大家对于男权结构的质疑，比误伤某个人的意义更大。这时候来个女性，就讲究起真实性？？？米兔运动反对的核心不是性别，是权力啊！不管男女，掌握了权力，都有可能对他人施加性侵。这样护食，真的有意思吗,1,1,0
咩么木,08-06,"当男生也有米兔运动的时候，男女平等就又迈出了一步～
 
 #闺蜜语录#",2,4,6
红枣姜茶,08-06,"请注意，所有帮助过自媒体禽兽伤害过我的女生，不管是收钱的，受势力权利所逼的，你们没有权利讨论米兔运动和人道主义。如果你们的人生中也遇到禽兽，你们也不用去报警，因为你们曾经也是禽兽，这是你们应得的。理应，接受业力给你的回报。
 
 在中国这个社会，不要相信米兔，有很多女生收钱帮助禽兽伤害 ...全文",0,0,4
清华常江,08-05,米兔运动如果最后真的开展不下去了，被打压了，我觉得中国再没有什么资格去评论阿三什么。因为，八斤八两,0,0,3
当MeToo发生在孩子们的夏令营 | “我该拿什么保护你，我的女儿。”,08-05,"米兔运动的本质是啥?
 
 女性是弱者，她打不过男性，于是强奸是一种欺负弱者的禽兽行为。
 
 因为我在被迫害的险境，自然成了弱者，我这个案子就算我是个拳击手也无力还击。
 
 在任何女性深陷险境时犯罪伤害女性的行为，理应受到全社会的抨击和唾弃。
 
 这，才是本质和意义。
 
 （并不是说，今天看到一个男生 ...全文",0,2,3
落花人独立_1,08-05,"互联网是有记忆的，但互联网的忘性也很大，这一轮米兔运动的热潮已经褪去。到现在，已经很少有人提起北电阿廖沙、红黄蓝等等。这一次，希望我们能坚持得久一点、记得久一点。我并不认识当事人，但是真的希望大家能够撑住她，给她勇气。为每一位勇敢站出来的女孩加油和呐喊。
 @弦子与她的朋友们
 愿中国 ...全文",75,150,271
chinalaowei,08-05,一直很喜欢这两本书，使我对于人生的困扰有了释然，虽然其作者已在近期轰轰烈烈的米兔运动中辞去了佛协会长的职务，我选择并期盼他是清白的！期待他的微博能早日更新！,0,0,1
原谅这一生不羁放纵爱自我,08-05,为什么Karl还能理直气壮地说出“我讨厌米兔运动，如果不愿意脱下裤子还不如去修道院”，因为beauty is everything，时尚圈是美丽被剥削得最严重的一个地方。这个圈子消费年轻，消费美貌，消费肉体，并且所有人都觉得理所应当。,0,0,0
周健野谈,08-06,我真是太奇怪了 每每发生什么大事 性侵事件也好 伪米兔运动也好 当街打狗也好 生孩政策也好 我从来在pyq看不到半点痕迹 全在微博上风起云涌 到底是pyq的人假装听不见看不见 只想岁月静好 还是根本是瞎的？太悲惨了,14,7,10
米兔运动与公益组织管理的个人化危机,08-06,如果米兔只仅仅止步于舆论审判，那这场运动就毫无实质意义，尽可能地诉诸于法庭辩是非（或其他救济途径），这样，我们可以通过法庭，在证据与程序规则标准至少比舆论审判更为靠谱点的情况下，来判断谁说了谎话——朱军发声后，爆料人和当事人希望对簿公堂丨独家,2,0,2
灿若流樱Kristy,08-06,"今天听到的一件出离愤怒的事，米兔运动被不正当利用的事。
 女A是国内小有名气的作家，在外求学期间与另一研究室的男B在一起了，但其时已与或许小有名气的男性媒体人C订婚。A和B我都认识，两方的说辞和证据材料我都看了。
 女A对男B说爱上了B，要和男C分手；回头就对男C说自己被男B强奸了，且持续受害两 ...全文",1,1,0
满顿儿,08-06,（接上条）国人八卦很热衷于正室斗小三的戏码，因此国产宫廷剧多年来也一直是这个套路。女性对女性的态度始终还是封建、男权化的。如今米兔运动如火如荼，被侵害的女性终于有机会发声，但那些人渣们的妻子的日常让我有些好奇，天天和禽兽一起生活，是“反正工资卡在我手里”？还是“反正我们家那位是男 ...全文,2,4,6
莫愁有料,08-06,"某C daily 对米兔的英文报道是这场运动使得更多人发声，VOX的报道却是删tie高鸭🈲️声。
 
 两个报道差了一天。不知道是时代荒谬的产物，还是活在不同时空里的错觉，让另一个时空的人以为这里是歌舞升平，一切安好，海面静悄悄的。",0,0,4
性侵是怎么发生的 | 1700个关于性侵的故事,08-05,时代周刊刚发文，受米兔运动波及，学诚法师辞去佛教协会会长职务。网页链接,0,0,3
莫愁有料,08-05,【朱军就性骚扰传闻发布律师声明】朱军委托发布律师声明，称近日来网络上出现大量“朱军性骚扰实习生”有关的不实信息，发布声明说明！ 经历了假疫苗事件、米兔运动风暴之后#朱军##朱军被曝性骚扰女实习生# 事件正式发声明。你怎么看呢？,0,2,3
彤仔儿ii,08-05,我也是运动（米兔运动）在美国继续蔓延：18个月的调查之后，宾夕法尼亚最高法院信息公开披露，过去70年，五大教区的300多名天主教神职人员对1000多名儿童有过不同程度的性侵犯行为。BBC报道网页链接,75,150,271
眉际月,08-05,被社工届丑闻霸屏了一整天，震惊之余，不免有些担心。米兔运动轰轰烈烈，这股政治正确的浪潮如果缺乏理性的引导，极可能被一小部分别有用心的人所利用，后果不堪设想。,0,0,1
Verdandy_Sue,08-05,"NYTIMES这篇报道很有意思。网页链接
 米兔运动爆出NYU著名女权女教授性骚扰男学生，结果一帮著名女权学者纷纷战队挺教授，被NYTIMES批评和男性骚扰者有什么区别
 （所以我觉得NYTIMES还是好报纸
 
 Nimrod Reitman accused his former N.Y.U. graduate school adviser, Avital Ronell, of sexua ...全文",0,0,0
冻墩尔咚,08-05,#晓辉性元谈# 【又一位性骚扰受害者的控诉】这位美籍华裔博士，出于信任，让我匿其名帮发表。文章详细分析了米兔运动的起源、发展、演义和结局，从切身的痛苦体会中，不仅走了出来，而且出于公道和正义，客观和逻辑性地分析了米兔运动的本质。她希望从理性的角度与大家分享她的经历和质疑。 ...全文,0,0,0
厚泽马,08-05,"人文艺术博主更博了！
 这两天在读的书是杨绛的《洗澡》，洗澡其实就是对知识分子的洗脑，只不过那个时候叫“脱裤子“，知识分子听不得这个，隐晦的叫做“洗澡”。
 
 读了一半多了，发现杨绛写知识分子跟钱钟书太像了，都把知识分子的卑琐不堪，世俗功利，斤斤计较写的入木三分，想到米兔运动里的高校重 ...全文",4,0,11
周健野谈,08-05,"这事如同其他骇人听闻的社会新闻一样，引起一阵激愤和讨伐之后就被迅速遗忘，并没有点燃什么东西。人心像是早就被烤成了灰烬，用手一捻，不过是多了一层灰。 （via.蒋方舟《我承认我不曾历经沧桑》）
 
 PS：感觉这句话可以适用中国的疫苗事件、性侵事件、米兔运动，各种事件。",0,0,0
米兔运动与公益组织管理的个人化危机,08-04,《她是「日本之耻」，更让世界蒙羞》从席卷欧美世界的米兔运动，再到前段时间章文事件引发的各界“动荡”，都说明了这世界看似充满阳光，仍有许多阴暗面存在。网页链接,0,0,3
